slug,title,year,runtime_mins,genres,countries,languages,avg_rating,num_ratings,num_reviews,directors,cast,themes,letterboxd_url,date_scraped,lists,num_lists_appeared_in
coming-to-america,Letterboxd — Your life in film,,117,,USA,English,,,,,,"Crude humor and satire|Relationship comedy|Laugh-out-loud relationship entanglements|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Charming romances and delightful chemistry|Amusing jokes and witty satire",https://letterboxd.com/film/coming-to-america/,2026-05-03T15:34:38+00:00,ultimate_comfort,1
coraline,Letterboxd — Your life in film,,100,,USA,English,,,,,,"Horror, the undead and monster classics|Fairy-tale fantasy and enchanted magic|Kids' animated fun and adventure|Terrifying, haunted, and supernatural horror|Dreamlike, quirky, and surreal storytelling|Creepy, chilling, and terrifying horror",https://letterboxd.com/film/coraline/,2026-05-03T15:34:40+00:00,ultimate_comfort,1
the-craft,Letterboxd — Your life in film,,101,,USA,English|French,,,,,,"Underdogs and coming of age|Horror, the undead and monster classics|Terrifying, haunted, and supernatural horror|Twisted dark psychological thriller|Creepy, chilling, and terrifying horror|Gothic and eerie haunting horror",https://letterboxd.com/film/the-craft/,2026-05-03T15:34:42+00:00,ultimate_comfort,1
crazy-stupid-love,Letterboxd — Your life in film,,118,,USA,English,,,,,,"Relationship comedy|Moving relationship stories|Crude humor and satire|Underdogs and coming of age|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Quirky and endearing relationships|Gags, jokes, and slapstick humor|Heartfelt and sentimental family stories",https://letterboxd.com/film/crazy-stupid-love/,2026-05-03T15:34:45+00:00,ultimate_comfort,1
crimson-peak,Letterboxd — Your life in film,,119,,USA,English,,,,,,"Horror, the undead and monster classics|Intense violence and sexual transgression|Moving relationship stories|Terrifying, haunted, and supernatural horror|Gothic and eerie haunting horror|Creepy, chilling, and terrifying horror|Twisted dark psychological thriller|Gory, gruesome, and slasher horror",https://letterboxd.com/film/crimson-peak/,2026-05-03T15:34:47+00:00,ultimate_comfort,1
crossing-delancey,Letterboxd — Your life in film,,97,,USA,English|French|Hebrew (modern)|Yiddish,,,,,,Relationship comedy|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Catchy songs and hilarious musical comedy,https://letterboxd.com/film/crossing-delancey/,2026-05-03T15:34:49+00:00,ultimate_comfort,1
the-dark-knight,Letterboxd — Your life in film,,152,,UK|USA,English|Chinese,,,,,,"Epic heroes|High speed and special ops|Humanity and the world around us|Crime, drugs and gangsters|Intense violence and sexual transgression|Superheroes in action-packed battles with villains|Heists and thrilling action",https://letterboxd.com/film/the-dark-knight/,2026-05-03T15:34:52+00:00,ultimate_comfort,1
david-byrnes-american-utopia,Letterboxd — Your life in film,,105,,USA,English,,,,,,Song and dance|Dazzling vocal performances and musicals|Legendary musicians and stardom,https://letterboxd.com/film/david-byrnes-american-utopia/,2026-05-03T15:34:54+00:00,ultimate_comfort,1
the-day-the-earth-stood-still,Letterboxd — Your life in film,,92,,USA,English|German|French|Hindi|Russian,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Politics and human rights|Imaginative space odysseys and alien encounters|Action-packed space and alien sagas|Dangerous technology and the apocalypse|Thought-provoking sci-fi action and future technology|Sci-fi horror, creatures, and aliens",https://letterboxd.com/film/the-day-the-earth-stood-still/,2026-05-03T15:34:56+00:00,ultimate_comfort,1
dazed-and-confused,Letterboxd — Your life in film,,102,,USA,English,,,,,,Underdogs and coming of age|Teen school antics and laughter|Teen friendship and coming-of-age|Student coming-of-age challenges|Emotional teen coming-of-age stories|Inspiring sports underdog stories,https://letterboxd.com/film/dazed-and-confused/,2026-05-03T15:34:58+00:00,heartwarming|ultimate_comfort,2
dead-poets-society,Letterboxd — Your life in film,,129,,USA,English|Latin,,,,,,Underdogs and coming of age|Moving relationship stories|Student coming-of-age challenges|Emotional teen coming-of-age stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/dead-poets-society/,2026-05-03T15:35:00+00:00,comfort_izzy|heartwarming|ultimate_comfort,3
deadpool,Letterboxd — Your life in film,,108,,USA,English,,,,,,"Crude humor and satire|Epic heroes|High speed and special ops|Relationship comedy|Action comedy and silly heroics|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Teen school antics and laughter",https://letterboxd.com/film/deadpool/,2026-05-03T15:35:03+00:00,ultimate_comfort,1
deep-blue-sea,Letterboxd — Your life in film,,105,,Australia|USA,English,,,,,,"Horror, the undead and monster classics|High speed and special ops|Sci-fi horror, creatures, and aliens|Sci-fi monster and dinosaur adventures|Gory, gruesome, and slasher horror|Chilling experiments and classic monster horror|Superheroes in action-packed battles with villains",https://letterboxd.com/film/deep-blue-sea/,2026-05-03T15:35:05+00:00,ultimate_comfort,1
defending-your-life,Letterboxd — Your life in film,,111,,USA,English|Japanese,,,,,,"Relationship comedy|Crude humor and satire|Gags, jokes, and slapstick humor|Laugh-out-loud relationship entanglements|Amusing jokes and witty satire|Charming romances and delightful chemistry|Funny jokes and crude humor",https://letterboxd.com/film/defending-your-life/,2026-05-03T15:35:07+00:00,ultimate_comfort,1
desperately-seeking-susan,Letterboxd — Your life in film,,104,,USA,English,,,,,,Relationship comedy|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Catchy songs and hilarious musical comedy,https://letterboxd.com/film/desperately-seeking-susan/,2026-05-03T15:35:10+00:00,ultimate_comfort,1
the-devil-wears-prada,Letterboxd — Your life in film,,109,,USA,English|French,,,,,,Relationship comedy|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry,https://letterboxd.com/film/the-devil-wears-prada/,2026-05-03T15:35:12+00:00,comfort_izzy|ultimate_comfort,2
die-hard,Letterboxd — Your life in film,,132,,USA,English|German|Italian,,,,,,"High speed and special ops|Epic heroes|Explosive and action-packed heroes vs. villains|Violent action, guns, and crime|Heists and thrilling action|Adrenaline-fueled action and fast cars|Superheroes in action-packed battles with villains",https://letterboxd.com/film/die-hard/,2026-05-03T15:35:14+00:00,ultimate_comfort,1
diner,Letterboxd — Your life in film,,110,,USA,English,,,,,,Underdogs and coming of age|Teen school antics and laughter|Emotional teen coming-of-age stories|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Quirky and endearing relationships,https://letterboxd.com/film/diner/,2026-05-03T15:35:16+00:00,ultimate_comfort,1
dirty-dancing,Letterboxd — Your life in film,,100,,USA,English,,,,,,Song and dance|Dance rhythms and catchy tunes|Heartfelt and sentimental family stories|Dazzling vocal performances and musicals|Emotional teen coming-of-age stories|Passion and romance,https://letterboxd.com/film/dirty-dancing/,2026-05-03T15:35:18+00:00,ultimate_comfort,1
duck-soup-1933,Letterboxd — Your life in film,,68,,USA,English,,,,,,"Crude humor and satire|Song and dance|Amusing jokes and witty satire|Catchy songs and hilarious musical comedy|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Spooky, scary comedy",https://letterboxd.com/film/duck-soup-1933/,2026-05-03T15:35:21+00:00,empire_feelgood|ultimate_comfort,2
dumbo,Letterboxd — Your life in film,,64,,USA,English,,,,,,Adorable animals and heartwarming families|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Dazzling vocal performances and musicals|Emotional and heartfelt family dramas,https://letterboxd.com/film/dumbo/,2026-05-03T15:35:23+00:00,ultimate_comfort,1
the-eagle,Letterboxd — Your life in film,,114,,USA,English,,,,,,"Epic history and literature|Epic heroes|Historical battles and epic heroism|Epic adventure and breathtaking battles|Fantasy adventure, heroism, and swordplay|Military combat and heroic soldiers|Bravery in War",https://letterboxd.com/film/the-eagle/,2026-05-03T15:35:25+00:00,ultimate_comfort,1
easy-a,Letterboxd — Your life in film,,93,,USA,English,,,,,,"Underdogs and coming of age|Crude humor and satire|Relationship comedy|Teen school antics and laughter|Student coming-of-age challenges|Laugh-out-loud relationship entanglements|Funny jokes and crude humor|Gags, jokes, and slapstick humor",https://letterboxd.com/film/easy-a/,2026-05-03T15:35:27+00:00,comfort_izzy|ultimate_comfort,2
ed-wood,Letterboxd — Your life in film,,127,,USA,English,,,,,,"Crude humor and satire|Humanity and the world around us|Emotional life of renowned artists|Dreamlike, quirky, and surreal storytelling|Quirky and endearing relationships|Fascinating, emotional stories and documentaries|Funny jokes and crude humor",https://letterboxd.com/film/ed-wood/,2026-05-03T15:35:29+00:00,ultimate_comfort,1
edge-of-tomorrow,Letterboxd — Your life in film,,114,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|War and historical adventure|Epic heroes|High speed and special ops|Thought-provoking sci-fi action and future technology|Action-packed space and alien sagas|Superheroes in action-packed battles with villains|Imaginative space odysseys and alien encounters|Dangerous technology and the apocalypse",https://letterboxd.com/film/edge-of-tomorrow/,2026-05-03T15:35:31+00:00,ultimate_comfort,1
elf,Letterboxd — Your life in film,,97,,USA,English,,,,,,"Crude humor and satire|Holiday joy and heartwarming Christmas|Gags, jokes, and slapstick humor|Kids' animated fun and adventure|Funny jokes and crude humor|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/elf/,2026-05-03T15:35:34+00:00,ultimate_comfort,1
the-emperors-new-groove,Letterboxd — Your life in film,,78,,USA,English,,,,,,"Crude humor and satire|Kids' animated fun and adventure|Catchy songs and hilarious musical comedy|Gags, jokes, and slapstick humor|Holiday joy and heartwarming Christmas|Funny jokes and crude humor",https://letterboxd.com/film/the-emperors-new-groove/,2026-05-03T15:35:36+00:00,comfort_izzy|ultimate_comfort,2
empire-records,Letterboxd — Your life in film,,90,,USA,English|French,,,,,,"Underdogs and coming of age|Crude humor and satire|Relationship comedy|Song and dance|Teen school antics and laughter|Laugh-out-loud relationship entanglements|Gags, jokes, and slapstick humor|Dance rhythms and catchy tunes|Teen friendship and coming-of-age",https://letterboxd.com/film/empire-records/,2026-05-03T15:35:38+00:00,ultimate_comfort,1
the-empire-strikes-back,Letterboxd — Your life in film,,124,,USA,English,,,,,,"Epic heroes|Monsters, aliens, sci-fi and the apocalypse|Humanity and the world around us|Superheroes in action-packed battles with villains|Fantasy adventure, heroism, and swordplay|Emotional and captivating fantasy storytelling|Action-packed space and alien sagas|Epic adventure and breathtaking battles",https://letterboxd.com/film/the-empire-strikes-back/,2026-05-03T15:35:40+00:00,ultimate_comfort,1
eternal-sunshine-of-the-spotless-mind,Letterboxd — Your life in film,,108,,USA,English,,,,,,"Humanity and the world around us|Moving relationship stories|Relationship comedy|Dreamlike, quirky, and surreal storytelling|Heartfelt and sentimental family stories|Surreal and thought-provoking visions of life and death|Captivating relationships and charming romance|Powerful stories of heartbreak and suffering",https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/,2026-05-03T15:35:42+00:00,ultimate_comfort,1
ever-after-1998,Letterboxd — Your life in film,,121,,USA,English,,,,,,Charming romances and delightful chemistry|Passion and romance|Captivating relationships and charming romance|Laugh-out-loud relationship entanglements|Lavish dramas and sumptuous royalty,https://letterboxd.com/film/ever-after-1998/,2026-05-03T15:35:44+00:00,ultimate_comfort,1
fanboys,Letterboxd — Your life in film,,90,,USA,English,,,,,,"Crude humor and satire|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Teen school antics and laughter|Laugh-out-loud relationship entanglements",https://letterboxd.com/film/fanboys/,2026-05-03T15:35:48+00:00,ultimate_comfort,1
fargo,Letterboxd — Your life in film,,98,,UK|USA,English,,,,,,"Thrillers and murder mysteries|Intense violence and sexual transgression|Crude humor and satire|Crime, drugs and gangsters|Noir and dark crime dramas|Suspenseful crime thrillers|Intriguing and suspenseful murder mysteries|Twisted dark psychological thriller|Gritty crime and ruthless gangsters",https://letterboxd.com/film/fargo/,2026-05-03T15:35:50+00:00,ultimate_comfort,1
fast-furious-presents-hobbs-shaw,Letterboxd — Your life in film,,137,,USA,English|Russian|Samoan,,,,,,"High speed and special ops|Epic heroes|Crude humor and satire|Adrenaline-fueled action and fast cars|Action comedy and silly heroics|Explosive and action-packed heroes vs. villains|Superheroes in action-packed battles with villains|Gags, jokes, and slapstick humor",https://letterboxd.com/film/fast-furious-presents-hobbs-shaw/,2026-05-03T15:35:53+00:00,ultimate_comfort,1
ferris-buellers-day-off,Letterboxd — Your life in film,,103,,USA,English,,,,,,"Underdogs and coming of age|Crude humor and satire|Relationship comedy|Teen school antics and laughter|Gags, jokes, and slapstick humor|Student coming-of-age challenges|Funny jokes and crude humor|Kids' animated fun and adventure",https://letterboxd.com/film/ferris-buellers-day-off/,2026-05-03T15:35:55+00:00,comfort_izzy|empire_feelgood|heartwarming|ultimate_comfort,4
field-of-dreams,Letterboxd — Your life in film,,105,,USA,English,,,,,,Humanity and the world around us|Moving relationship stories|Heartfelt and sentimental family stories|Emotional and heartfelt family dramas|Heartbreaking and moving family drama|Powerful stories of heartbreak and suffering|Emotional and captivating fantasy storytelling,https://letterboxd.com/film/field-of-dreams/,2026-05-03T15:35:57+00:00,ultimate_comfort,1
